timestamp,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight,label
7.212663,0.05133308,0.0427827,0.002759641,0.04192835,0.05497199,1.347975E-05,8.304045E-08,3.998295E-07,0.2027486,0.1616171,0.06450082,0.07395111,0.03194582,0.1064658,0.1130931,0.04104806,0.1415433,0.1341131,0.5907679,0.430542,0.002832871,0.001745039,2.872218E-05,0.001990348,0.02031883,7.343291E-05,0.009381465,0.008999136,0.001820679,0.0001795607,0.000237316,0.0003618689,0.001971375,0.000182581,0.0002299494,0.1201607,0.02943056,0.01233714,0.0006558474,0.05151372,0.05875194,0.01657067,0.001668447,0.0001762717,9.495382E-05,0.0008835437,0.001201297,4.438179E-06,3.954812E-06,4.722059E-07,3.472686E-07,Neutral
7.2349683,0.05085442,0.04092139,0.002802731,0.04233399,0.05642626,1.357671E-05,8.459482E-08,4.067177E-07,0.2024722,0.161011,0.06404739,0.07336666,0.03411424,0.1017405,0.1081621,0.04267633,0.1426947,0.1358471,0.5920193,0.4313628,0.002823006,0.001767489,2.868093E-05,0.002087359,0.0208041,7.285726E-05,0.00965251,0.008977271,0.001785108,0.0001869459,0.000246289,0.000356788,0.002008056,0.0001856717,0.0002340227,0.1210297,0.029086,0.01242761,0.0006366975,0.05321544,0.06123303,0.01675064,0.001639497,0.0001708405,9.025312E-05,0.0009023689,0.001188188,4.294183E-06,3.786654E-06,4.726006E-07,3.501953E-07,Neutral
7.2547513,0.05034614,0.03963746,0.002874776,0.0430005,0.05799725,1.366932E-05,8.67666E-08,4.149595E-07,0.200718,0.1588878,0.0636876,0.07311947,0.03487488,0.09985349,0.1063682,0.0433473,0.1428491,0.1362167,0.5914414,0.4293694,0.002841836,0.001811696,2.84114E-05,0.002181704,0.02115125,7.203103E-05,0.009859637,0.008945374,0.001760672,0.0001926277,0.0002520911,0.0003525517,0.001997564,0.0001858309,0.0002356354,0.1232142,0.02874521,0.01267316,0.0006472422,0.05503333,0.06254516,0.01732092,0.001653529,0.0001660219,8.595777E-05,0.0009184941,0.00115815,4.203591E-06,3.688467E-06,4.767985E-07,3.554154E-07,Neutral
7.2741069,0.04962953,0.03852827,0.002935014,0.0435255,0.05911275,1.376131E-05,8.86039E-08,4.241971E-07,0.1999986,0.157878,0.06321911,0.0726165,0.0356444,0.09862584,0.1046845,0.04371095,0.1436994,0.1375083,0.5920119,0.42931,0.002848506,0.001839094,2.830717E-05,0.002268662,0.02156254,7.193136E-05,0.01009159,0.008998035,0.001728802,0.0001957101,0.000256152,0.0003522258,0.001984474,0.0001872235,0.0002397502,0.1245088,0.02818462,0.01304825,0.0006565609,0.05675064,0.06437167,0.01758821,0.001650283,0.0001601059,8.139318E-05,0.0009196099,0.001140418,4.097942E-06,3.555998E-06,4.827309E-07,3.591073E-07,Neutral
7.2938944,0.04941427,0.0379519,0.002965997,0.04375458,0.05996102,1.380812E-05,8.9975E-08,4.282076E-07,0.1992403,0.1566539,0.06279515,0.07218708,0.0361248,0.09758168,0.1036664,0.04410719,0.1443166,0.1382934,0.591838,0.4286475,0.00285518,0.001863179,2.815833E-05,0.002318349,0.02176801,7.171903E-05,0.01021561,0.00892334,0.001719566,0.0001998358,0.0002603951,0.000349655,0.001962826,0.0001876102,0.0002407652,0.1253346,0.02801383,0.01317956,0.0006668126,0.05771862,0.06509788,0.0179022,0.001656553,0.0001573968,7.93097E-05,0.0009294031,0.001127196,4.049987E-06,3.510985E-06,4.847548E-07,3.620639E-07,Neutral
7.3162362,0.04922183,0.03750506,0.002990262,0.04398037,0.06059108,1.386966E-05,9.123898E-08,4.337149E-07,0.1989744,0.1558178,0.06239497,0.07181827,0.0365014,0.09685034,0.1028925,0.04436488,0.1449441,0.1390927,0.5923351,0.4281932,0.002858341,0.001882371,2.811089E-05,0.002366388,0.02200335,7.18802E-05,0.01034721,0.008938495,0.00169889,0.0002012868,0.0002622323,0.0003506067,0.001946219,0.0001885487,0.0002439403,0.1259104,0.02758844,0.01350092,0.0006780083,0.05865334,0.06587895,0.01805936,0.001659766,0.0001536006,7.657808E-05,0.000926757,0.001115342,3.999071E-06,3.446641E-06,4.893088E-07,3.648097E-07,Neutral
7.3359821,0.04983203,0.03778673,0.003002438,0.04345948,0.06048106,1.360782E-05,9.182488E-08,4.258229E-07,0.1971275,0.1551744,0.0625589,0.07192713,0.03592507,0.09792921,0.1040555,0.04393942,0.14466,0.1388077,0.5895123,0.4276916,0.002887816,0.001896469,2.76456E-05,0.002264682,0.02166017,7.501214E-05,0.01025261,0.008843751,0.00175172,0.0001929943,0.0002506753,0.0003525534,0.001788167,0.0001840659,0.0002371405,0.125494,0.02735682,0.01394634,0.0007643874,0.05811734,0.06492755,0.01849135,0.001686095,0.0001510275,7.566721E-05,0.0008998017,0.001076176,3.959786E-06,3.440113E-06,4.884337E-07,3.602327E-07,Neutral
7.3547794,0.05128567,0.03850802,0.002957155,0.0424156,0.05986877,1.324905E-05,9.052567E-08,4.16352E-07,0.1969059,0.1555304,0.06241345,0.07184853,0.03557271,0.09858876,0.1048077,0.0436448,0.1451741,0.139172,0.5892311,0.4270946,0.002902939,0.001894262,2.708955E-05,0.00217286,0.02141739,7.897928E-05,0.01015952,0.008871132,0.001807348,0.0001754216,0.0002303589,0.0003638261,0.001716442,0.0001810543,0.0002315813,0.1211362,0.02689001,0.0151065,0.000830138,0.0580686,0.06562452,0.01858528,0.001672941,0.0001403145,7.146247E-05,0.0008162296,0.001037604,3.845185E-06,3.356512E-06,4.858623E-07,3.495833E-07,Neutral
7.3751595,0.05157633,0.03869648,0.002978162,0.04206016,0.05976354,1.314001E-05,8.980664E-08,4.122614E-07,0.1965354,0.1553839,0.06238178,0.07184491,0.03525031,0.09939977,0.1055885,0.04330616,0.1453618,0.1393816,0.5883901,0.4268909,0.002915882,0.001901371,2.688692E-05,0.002125442,0.02140508,8.195699E-05,0.01027023,0.009079252,0.001862018,0.0001602942,0.0002110132,0.0003704239,0.001630234,0.0001788197,0.0002292652,0.1220629,0.02666755,0.01569756,0.0009086395,0.05790638,0.06660349,0.01852068,0.001651897,0.0001382433,7.037302E-05,0.000779417,0.0009941718,3.742781E-06,3.259635E-06,4.826729E-07,3.426168E-07,Neutral
7.3950837,0.05178556,0.0388139,0.002986697,0.04184953,0.05972118,1.302514E-05,8.877662E-08,4.059365E-07,0.1966061,0.1555005,0.0623183,0.07183494,0.03496383,0.1000734,0.1063319,0.04305521,0.1456665,0.1396489,0.5879734,0.42695,0.002920994,0.001903991,2.672085E-05,0.002079963,0.02136362,8.464977E-05,0.01035029,0.009283091,0.001926937,0.0001470945,0.0001940551,0.0003770088,0.001573748,0.0001769246,0.0002266558,0.1221261,0.02651558,0.01628089,0.000973311,0.05751637,0.06746296,0.01836737,0.001625728,0.0001361152,6.939148E-05,0.000744067,0.0009542057,3.643615E-06,3.168655E-06,4.785478E-07,3.351729E-07,Neutral
7.4173248,0.05193838,0.03893297,0.002992168,0.0416179,0.05958446,1.299654E-05,8.819789E-08,4.009968E-07,0.1964082,0.155415,0.06228547,0.07186904,0.03471389,0.1006994,0.1069959,0.04279155,0.1457942,0.1397437,0.587743,0.4268749,0.002927452,0.001908946,2.664238E-05,0.00204078,0.02142704,8.721559E-05,0.01051973,0.009569223,0.002002439,0.0001359584,0.0001796011,0.0003809382,0.001503781,0.0001746857,0.0002242906,0.1238507,0.02653262,0.01656376,0.001050635,0.05707774,0.06837217,0.01824318,0.001606908,0.0001369475,6.971502E-05,0.000719841,0.0009204618,3.575129E-06,3.096828E-06,4.744978E-07,3.302413E-07,Neutral
